question,item_id,domain,variable,scoring_key_provisional,mean_raw,mean_scored,sd_scored,pct_raw_1,pct_raw_5,item_rest_r,exact_duplicate,text,review_flags
Q130,I099,의사소통,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.5025575614435649,0.0,0.30128205128205127,0.6145755121248078,True,피드백을 요청하고 합의된 행동을 기록한다.,EXACT_DUPLICATE
Q131,I100,의사소통,Culture-Fit,direct,4.173076923076923,4.173076923076923,0.5583785458775058,0.0,0.24358974358974358,0.5253410888538351,True,타인과의 정보와 성과를 공유하려 한다.,EXACT_DUPLICATE
Q132,I101,의사소통,Culture-Fit,reverse,1.5897435897435896,4.410256410256411,0.9289035845088994,0.5897435897435898,0.02564102564102564,0.2569963855703254,False,상대방의 말을 끝까지 듣지 않고 결론을 제시한다.,
Q133,I102,의사소통,Culture-Fit,reverse,1.8525641025641026,4.147435897435898,0.7256097518593468,0.3141025641025641,0.0,0.3699898108907396,True,메일은 길수록 설득력이 있다고 생각한다.,EXACT_DUPLICATE
Q134,I103,의사소통,Culture-Fit,direct,4.397435897435898,4.397435897435898,0.49094362306240524,0.0,0.3974358974358974,0.6461846965125482,True,피드백을 갈등이 아닌 발전의 기회로 보고 적극적으로 제시한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q135,I104,의사소통,Culture-Fit,direct,4.314102564102564,4.314102564102564,0.5424494884109062,0.0,0.3525641025641026,0.6447529143481799,True,타인과의 성과 공유는 경쟁이 아닌 시너지를 만든다고 생각한다.,EXACT_DUPLICATE
Q136,I105,의사소통,Culture-Fit,direct,4.198717948717949,4.198717948717949,0.48752001507129933,0.0,0.23076923076923078,0.5334261856170189,True,상대의 의도를 확인하며 질문을 이어간다.,LOW_VARIANCE;EXACT_DUPLICATE
Q137,I106,의사소통,Culture-Fit,direct,4.25,4.25,0.5403105439198533,0.0,0.2948717948717949,0.5947762230310464,True,중요한 메시지는 핵심-근거-요청 순으로 전달한다.,EXACT_DUPLICATE
Q138,I107,의사소통,Culture-Fit,direct,4.256410256410256,4.256410256410256,0.5189542197696325,0.0,0.2948717948717949,0.6223608097699691,True,피드백을 요청하고 합의된 행동을 기록한다.,EXACT_DUPLICATE
Q139,I108,의사소통,Culture-Fit,direct,4.237179487179487,4.237179487179487,0.5094231967460464,0.0,0.27564102564102566,0.6036334179541694,True,타인과의 정보와 성과를 공유하려 한다.,EXACT_DUPLICATE
Q140,I109,의사소통,Culture-Fit,direct,4.294871794871795,4.294871794871795,0.45745366369190305,0.0,0.2948717948717949,0.541131617902738,True,상대방이 충분히 설명할 때까지 기다린 후 결론을 제시한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q141,I110,의사소통,Culture-Fit,reverse,1.8653846153846154,4.134615384615385,0.7711452602505885,0.3076923076923077,0.01282051282051282,0.28051838422400593,True,메일은 길수록 설득력이 있다고 생각한다.,EXACT_DUPLICATE
Q142,I111,의사소통,Culture-Fit,direct,4.339743589743589,4.339743589743589,0.5142711080153042,0.0,0.358974358974359,0.6479446076136534,True,피드백을 갈등이 아닌 발전의 기회로 보고 적극적으로 제시한다.,EXACT_DUPLICATE
Q143,I112,의사소통,Culture-Fit,direct,4.32051282051282,4.32051282051282,0.5446180015171272,0.0,0.358974358974359,0.6414267806790158,True,타인과의 성과 공유는 경쟁이 아닌 시너지를 만든다고 생각한다.,EXACT_DUPLICATE
Q144,I113_R,의사소통,Culture-Fit,reverse,1.435897435897436,4.564102564102564,0.49747085736640584,0.5641025641025641,0.0,0.5636614007997278,False,상대의 의도 확인 없이 일방적으로 주장하거나 단정한다.,LOW_VARIANCE
Q145,I114_R,의사소통,Culture-Fit,reverse,1.7179487179487178,4.282051282051282,0.6200402879196698,0.358974358974359,0.0,0.4372544393906398,False,근거와 설명만 늘어놓다가 핵심을 뒤늦게 전달한다.,
Q146,I115_R,의사소통,Culture-Fit,reverse,1.4038461538461537,4.596153846153846,0.5301107145937037,0.6089743589743589,0.0,0.540647015007192,False,피드백을 거부하고 합의된 행동을 기록하지 않는다.,RAW_FLOOR
Q147,I116_R,의사소통,Culture-Fit,reverse,1.544871794871795,4.455128205128205,0.5830171658840478,0.4807692307692308,0.00641025641025641,0.5842546445318962,False,타인과의 정보와 성과 공유를 꺼리고 숨기려 한다.,
Q148,I117,의사소통,Culture-Fit,direct,4.269230769230769,4.269230769230769,0.4592582216399839,0.0,0.27564102564102566,0.5076094025929806,True,상대방이 충분히 설명할 때까지 기다린 후 결론을 제시한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q149,I118_R,의사소통,Culture-Fit,direct,3.608974358974359,3.608974358974359,0.8391525521559885,0.00641025641025641,0.10897435897435898,0.3222780225908475,False,메일은 길수록 좋지 않다고 생각한다.,
Q150,I119_R,의사소통,Culture-Fit,reverse,1.4679487179487178,4.532051282051282,0.5257237321202789,0.5448717948717948,0.0,0.4890723632929246,False,피드백은 갈등을 부르므로 가능한 피한다.,
Q151,I120_R,의사소통,Culture-Fit,reverse,1.7243589743589745,4.2756410256410255,0.5855652681036194,0.33974358974358976,0.0,0.5918878799182222,False,타인과의 성과 공유는 경쟁에 불리하다.,
Q152,I125_R,의사소통,Culture-Fit,reverse,1.5128205128205128,4.487179487179487,0.5846110312841267,0.5192307692307693,0.0,0.4513685169146869,False,상대가 다 말하기 전에 결론부터 제시한다.,
Q292,I285,의사소통,Culture-Fit,direct,4.378205128205129,4.378205128205129,0.5369321302452116,0.0,0.40384615384615385,0.6135416007792448,False,구두로 합의했더라도 정확한 기록을 위해 반드시 문서화한다.,
Q293,I286,의사소통,Culture-Fit,direct,4.455128205128205,4.455128205128205,0.5123374482474979,0.0,0.46153846153846156,0.6057461311455916,False,약속한 정보를 제시간에 제공한다.,
Q294,I288,의사소통,Culture-Fit,direct,4.269230769230769,4.269230769230769,0.4865434880427687,0.0,0.28846153846153844,0.5880185732905744,False,의견이 틀리더라도 상대를 존중하며 정중하게 바로잡는다.,LOW_VARIANCE
Q295,I289_R,의사소통,Culture-Fit,reverse,1.4294871794871795,4.57051282051282,0.5460967595603512,0.5897435897435898,0.0,0.5431866548778286,False,약속한 정보를 제 시간에 제공하지 않고 지연한다.,
Q296,I291,의사소통,Culture-Fit,direct,4.314102564102564,4.314102564102564,0.5989720999424865,0.0,0.3782051282051282,0.5317555085592893,False,회의는 반드시 명확한 안건과 준비를 바탕으로 진행해야 한다.,
Q8,N004,의사소통,Culture-Fit,direct,4.205128205128205,4.205128205128205,0.5414192665274113,0.0,0.2692307692307692,0.5825440539240767,False,중요 메시지는 핵심-근거-요청 순서로 1페이지 내에 정리한다.,
Q18,N009,의사소통,Culture-Fit,direct,4.064102564102564,4.064102564102564,0.575628544871432,0.0,0.19230769230769232,0.6377384676624708,False,회의 전 안건과 기대결과를 사전 공유한다.,
Q28,N014,의사소통,Culture-Fit,direct,3.9871794871794872,3.9871794871794872,0.6220380601069928,0.0,0.16666666666666666,0.39604164752787147,False,상대의 의도를 확인하는 재진술(파라프레이징)을 활용한다.,
Q38,N019,의사소통,Culture-Fit,direct,4.134615384615385,4.134615384615385,0.45559657397021713,0.0,0.1794871794871795,0.560204007231729,False,피드백은 구체적 행동과 기대변화 수준으로 제시한다.,LOW_VARIANCE
Q48,N024,의사소통,Culture-Fit,direct,4.288461538461538,4.288461538461538,0.5081226088336755,0.0,0.3141025641025641,0.592572295690229,False,갈등 시 감정과 사실을 분리해 표현한다.,
Q53,N029,의사소통,Culture-Fit,direct,4.217948717948718,4.217948717948718,0.5363541414915335,0.0,0.2692307692307692,0.6038394354137872,False,의사결정 근거와 대안이력을 문서로 남긴다.,
Q60,N034,의사소통,Culture-Fit,direct,4.121794871794871,4.121794871794871,0.5939800009444081,0.0,0.23076923076923078,0.4876832514091234,False,중요 안내는 여러 채널로 중복 공지한다.,
Q70,N039,의사소통,Culture-Fit,direct,4.217948717948718,4.217948717948718,0.4723977519663507,0.0,0.24358974358974358,0.647386005598237,False,상대의 제약(시간·정보)을 고려해 전달 방식을 조정한다.,LOW_VARIANCE
Q80,N044,의사소통,Culture-Fit,direct,4.160256410256411,4.160256410256411,0.5387775275122301,0.0,0.23717948717948717,0.5406657396334547,False,회의 후 합의사항과 액션아이템을 기록·배포한다.,
Q90,N049,의사소통,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.46244396973552127,0.0,0.28205128205128205,0.6278735163306665,False,전달 전 불필요한 수식어를 제거해 가독성을 높인다.,LOW_VARIANCE
Q100,N054_R,의사소통,Culture-Fit,reverse,1.4871794871794872,4.512820512820513,0.5141504673345931,0.5192307692307693,0.0,0.6118010299883504,False,중요 메시지를 구조 없이 여러 페이지에 걸쳐 장황하게 설명한다.,
Q153,I129,도전정신,Culture-Fit,direct,4.487179487179487,4.487179487179487,0.5014453881071487,0.0,0.48717948717948717,0.5283735462912346,True,어려워도 목표 달성까지 끈기 있게 밀고 간다.,EXACT_DUPLICATE
Q154,I130,도전정신,Culture-Fit,direct,4.333333333333333,4.333333333333333,0.5717357085490703,0.0,0.3782051282051282,0.6399259386123962,True,실패 후에도 빠르게 마음을 다잡고 재시도한다.,EXACT_DUPLICATE
Q155,I131,도전정신,Culture-Fit,direct,4.17948717948718,4.17948717948718,0.5141504673345931,0.0,0.23076923076923078,0.6981078020124915,True,지시가 없어도 필요한 일을 먼저 찾아서 한다.,EXACT_DUPLICATE
Q156,I132,도전정신,Culture-Fit,direct,4.230769230769231,4.230769230769231,0.4521797222794215,0.0,0.24358974358974358,0.6413450273122975,True,필요한 위험은 계산하고 책임 있게 감수한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q157,I133,도전정신,Culture-Fit,direct,4.5,4.5,0.501610310127101,0.0,0.5,0.581530722827213,True,목표가 어려워도 끈기를 갖고 끝까지 도전한다.,EXACT_DUPLICATE
Q158,I134,도전정신,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.5855652681036195,0.0,0.3333333333333333,0.6671342831874232,True,실패해도 곧바로 의욕을 되찾고 다음 행동을 시작한다.,EXACT_DUPLICATE
Q159,I135,도전정신,Culture-Fit,direct,4.160256410256411,4.160256410256411,0.550621875663003,0.0,0.23717948717948717,0.5777371322660754,True,지시받은 일 외에도 주도적으로 업무를 확장한다.,EXACT_DUPLICATE
Q160,I136,도전정신,Culture-Fit,direct,3.83974358974359,3.83974358974359,0.6475441932537949,0.0,0.10897435897435898,0.4525103796742857,True,위험을 감수해야 하는 상황에서도 적극적으로 결정한다.,EXACT_DUPLICATE
Q161,I137,도전정신,Culture-Fit,direct,4.416666666666667,4.416666666666667,0.5074710649095475,0.0,0.4230769230769231,0.65654227403703,True,어려워도 목표 달성까지 끈기 있게 밀고 간다.,EXACT_DUPLICATE
Q162,I138,도전정신,Culture-Fit,direct,4.333333333333333,4.333333333333333,0.5246606686271623,0.0,0.3525641025641026,0.6345258116504907,True,실패 후에도 빠르게 마음을 다잡고 재시도한다.,EXACT_DUPLICATE
Q163,I139,도전정신,Culture-Fit,direct,4.205128205128205,4.205128205128205,0.5414192665274115,0.0,0.2692307692307692,0.7084407992378863,True,지시가 없어도 필요한 일을 먼저 찾아서 한다.,EXACT_DUPLICATE
Q164,I140,도전정신,Culture-Fit,direct,4.147435897435898,4.147435897435898,0.45158483901930613,0.0,0.1794871794871795,0.48925594748506923,True,필요한 위험은 계산하고 책임 있게 감수한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q165,I141,도전정신,Culture-Fit,direct,4.487179487179487,4.487179487179487,0.5141504673345931,0.0,0.4935897435897436,0.6522051852779597,True,목표가 어려워도 끈기를 갖고 끝까지 도전한다.,EXACT_DUPLICATE
Q166,I142,도전정신,Culture-Fit,direct,4.282051282051282,4.282051282051282,0.5541034233830335,0.0,0.3269230769230769,0.607353768901701,True,실패해도 곧바로 의욕을 되찾고 다음 행동을 시작한다.,EXACT_DUPLICATE
Q167,I143,도전정신,Culture-Fit,direct,4.096153846153846,4.096153846153846,0.5421444415776101,0.0,0.19230769230769232,0.5905923160454909,True,지시받은 일 외에도 주도적으로 업무를 확장한다.,EXACT_DUPLICATE
Q168,I144,도전정신,Culture-Fit,direct,3.948717948717949,3.948717948717949,0.5879968377671365,0.0,0.1346153846153846,0.39864988795229245,True,위험을 감수해야 하는 상황에서도 적극적으로 결정한다.,EXACT_DUPLICATE
Q169,I145_R,도전정신,Culture-Fit,reverse,1.4166666666666667,4.583333333333333,0.5074710649095475,0.5897435897435898,0.0,0.5611392895577182,False,어려우면 목표 달성을 포기하고 쉽게 중단한다.,
Q170,I146_R,도전정신,Culture-Fit,reverse,1.5256410256410255,4.4743589743589745,0.5616647829182048,0.5,0.0,0.6260025376255,False,실패하면 의욕을 잃고 오랫동안 재시도를 망설인다.,
Q171,I147_R,도전정신,Culture-Fit,reverse,1.7564102564102564,4.243589743589744,0.615622369291067,0.32051282051282054,0.00641025641025641,0.5805114693718553,False,지시가 있을 때까지 필요한 일을 찾아나서지 않고 기다린다.,
Q172,I148_R,도전정신,Culture-Fit,reverse,1.3653846153846154,4.634615384615385,0.48308869768014934,0.6346153846153846,0.0,0.5006720812695582,False,위험을 회피하는 데 급급하며 책임을 지려 하지 않는다.,LOW_VARIANCE;RAW_FLOOR
Q173,I149_R,도전정신,Culture-Fit,reverse,1.4487179487179487,4.551282051282051,0.5363541414915335,0.5641025641025641,0.0,0.4139602311946579,False,목표가 어렵다고 판단되면 일찍 포기하는 편이다.,
Q174,I150_R,도전정신,Culture-Fit,reverse,1.5705128205128205,4.42948717948718,0.5692346813180125,0.46794871794871795,0.0,0.4784974393489673,False,실패하면 한동안 의욕이 꺾여 손을 놓는다.,
Q175,I151_R,도전정신,Culture-Fit,reverse,2.2756410256410255,3.7243589743589745,0.7324172788145007,0.11538461538461539,0.0,0.31649266404089,False,지시받은 일만 수행하는 것이 안전하다.,
Q176,I152_R,도전정신,Culture-Fit,reverse,2.2564102564102564,3.7435897435897436,0.8337385284545817,0.15384615384615385,0.00641025641025641,0.3329893213444028,False,위험을 감수하는 결정을 최대한 피한다.,
Q297,I293,도전정신,Culture-Fit,direct,3.1666666666666665,3.1666666666666665,0.9492498453079696,0.057692307692307696,0.02564102564102564,0.10819138350933022,False,기준을 높여도 더 나은 성과를 위해 노력하며 평가를 신경 쓰지 않는다.,LOW_ITEM_REST
Q298,I294,도전정신,Culture-Fit,direct,4.288461538461538,4.288461538461538,0.5448837151423185,0.00641025641025641,0.3141025641025641,0.48064758437475336,False,진행 관리를 효율성을 높이는 중요한 과정이라고 인식한다.,
Q299,I296,도전정신,Culture-Fit,direct,4.173076923076923,4.173076923076923,0.5583785458775058,0.0,0.24358974358974358,0.5703756709246542,False,지시받은 일 외에도 더 나은 결과를 위해 자발적으로 행동한다.,
Q300,I299,도전정신,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.5025575614435649,0.0,0.30128205128205127,0.6482962817192052,False,난관을 만나도 멈추지 않고 스스로 해결책을 찾고 돌파한다.,
Q4,N002,도전정신,Culture-Fit,direct,4.25,4.25,0.5032154672221562,0.0,0.28205128205128205,0.5881964489560043,False,난이도 높은 목표라도 중간 성과지표를 설정해 진척을 관리한다.,
Q14,N007,도전정신,Culture-Fit,direct,4.339743589743589,4.339743589743589,0.48853691869334237,0.0,0.34615384615384615,0.6774112548507686,False,실패 후 원인을 분석하고 다음 시도 계획을 세운다.,LOW_VARIANCE
Q24,N012,도전정신,Culture-Fit,direct,4.076923076923077,4.076923076923077,0.5511098659679807,0.0,0.1858974358974359,0.6516020822181193,False,지시가 없어도 필요한 업무를 선제적으로 제안한다.,
Q34,N017,도전정신,Culture-Fit,direct,4.17948717948718,4.17948717948718,0.4884099215285018,0.0,0.22435897435897437,0.6464259821558707,False,위험을 정량·정성으로 평가해 감수 기준을 명확히 한다.,LOW_VARIANCE
Q44,N022,도전정신,Culture-Fit,direct,3.9871794871794872,3.9871794871794872,0.5326401616195102,0.0,0.11538461538461539,0.28859817665316356,False,집중이 흔들릴 때 방해요인을 차단하는 규칙을 적용한다.,
Q51,N027,도전정신,Culture-Fit,direct,4.108974358974359,4.108974358974359,0.5630987760565287,0.0,0.21794871794871795,0.48778422603318605,False,긴 과제를 작은 과제로 분해해 실행한다.,
Q56,N032,도전정신,Culture-Fit,direct,4.166666666666667,4.166666666666667,0.5427924611801259,0.0,0.24358974358974358,0.5789779641400737,False,핵심역량 향상을 위해 주기적으로 연습 시간을 확보한다.,
Q66,N037,도전정신,Culture-Fit,direct,4.5,4.5,0.501610310127101,0.0,0.5,0.600907022030014,False,피로가 와도 마감까지 최소 기준을 지킨다.,
Q76,N042,도전정신,Culture-Fit,direct,3.2564102564102564,3.2564102564102564,0.9078282832640364,0.04487179487179487,0.02564102564102564,-0.14334957573431098,False,장기 목표에 맞지 않는 일은 과감히 줄인다.,LOW_ITEM_REST;NEGATIVE_ITEM_REST
Q86,N047,도전정신,Culture-Fit,direct,4.410256410256411,4.410256410256411,0.4934643154310196,0.0,0.41025641025641024,0.5674350939807739,False,필요한 도움을 적극적으로 요청하고 협업한다.,LOW_VARIANCE
Q96,N052_R,도전정신,Culture-Fit,reverse,1.4679487179487178,4.532051282051282,0.5378556203303321,0.5448717948717948,0.0,0.5074883007342174,False,난이도 높은 목표는 관리하기 어렵다고 판단하고 중간 점검을 생략한다.,
Q177,I161,조직시민성(OCB),OCB,direct,4.455128205128205,4.455128205128205,0.4995862638927396,0.0,0.4551282051282051,0.7014509023442473,False,내 업무가 아니어도 팀 목표 달성에 도움이 되면 기꺼이 돕는다.,LOW_VARIANCE
Q178,I162,조직시민성(OCB),OCB,direct,4.282051282051282,4.282051282051282,0.5179970331820853,0.0,0.3141025641025641,0.7028092136688412,False,동료가 바쁠 때 자발적으로 지원하려 한다.,
Q179,I163,조직시민성(OCB),OCB,direct,4.32051282051282,4.32051282051282,0.4817599387083275,0.0,0.3269230769230769,0.5797504104451439,False,소속된 환경 자산을 아끼고 관리하는 데 신경 쓴다.,LOW_VARIANCE
Q180,I164,조직시민성(OCB),OCB,direct,4.358974358974359,4.358974358974359,0.4812445954279577,0.0,0.358974358974359,0.6550591640574768,False,문제가 생기면 비난보다 해결 방안을 먼저 제시하려 한다.,LOW_VARIANCE
Q181,I165,조직시민성(OCB),OCB,direct,4.237179487179487,4.237179487179487,0.4834310103521059,0.0,0.26282051282051283,0.5876781120630239,False,작은 개선 아이디어도 공유한다.,LOW_VARIANCE
Q182,I166,조직시민성(OCB),OCB,direct,4.365384615384615,4.365384615384615,0.50909836126156,0.0,0.3782051282051282,0.6321463074257125,False,소속된 환경 간 협업이 필요하면 먼저 연락을 취하려 한다.,
Q183,I167,조직시민성(OCB),OCB,direct,4.461538461538462,4.461538461538462,0.5493059008464359,0.0,0.4807692307692308,0.5836180066040682,False,소속된 환경의 평판을 해칠 수 있는 행동을 삼간다.,
Q184,I168,조직시민성(OCB),OCB,direct,4.378205128205129,4.378205128205129,0.486500985881688,0.0,0.3782051282051282,0.6999968173102016,False,약속한 일정을 지키기 위해 추가 노력을 기울인다.,LOW_VARIANCE
Q185,I169,조직시민성(OCB),OCB,direct,3.7564102564102564,3.7564102564102564,0.7480882721055513,0.01282051282051282,0.10256410256410256,0.24208201937512627,False,규정 이상의 기준으로 품질을 확인하려 한다.,
Q186,I170,조직시민성(OCB),OCB,direct,4.269230769230769,4.269230769230769,0.5123778072572299,0.0,0.30128205128205127,0.682839819312847,False,팀 내 갈등을 중재하려 노력하려 한다.,
Q187,I171,역기능행동(CWB),CWB,reverse,1.4038461538461537,4.596153846153846,0.5301107145937037,0.6153846153846154,0.0,0.6289539964085349,False,불만이 있으면 의도적으로 일을 느리게 하기도 한다.,RAW_FLOOR
Q188,I172,역기능행동(CWB),CWB,reverse,1.4935897435897436,4.506410256410256,0.6273013873759604,0.5576923076923077,0.00641025641025641,0.6877113684503938,False,감정이 상하면 동료에게 차갑게 대하려 한다.,
Q189,I173,역기능행동(CWB),CWB,reverse,1.2307692307692308,4.769230769230769,0.554700196225229,0.8141025641025641,0.0,0.3781509912478736,False,무단으로 지각/결근을 한 적이 있다.,RAW_FLOOR
Q190,I174,역기능행동(CWB),CWB,reverse,1.9230769230769231,4.076923076923077,0.7749169490439817,0.27564102564102566,0.00641025641025641,0.4776263542350011,False,규정에 어긋나는 지름길을 택한 적이 있다.,
Q191,I175,역기능행동(CWB),CWB,reverse,1.4102564102564104,4.589743589743589,0.5665036499816347,0.6282051282051282,0.0,0.6694790643295888,False,나에게 필요한 자료라면 승인 없이 가져오기도 하려 한다.,RAW_FLOOR
Q192,I176,역기능행동(CWB),CWB,reverse,1.5961538461538463,4.403846153846154,0.6198735162746187,0.46153846153846156,0.0,0.7114075120479333,False,실수를 숨기기 위해 사실을 일부 누락한 적이 있다.,
Q193,I177,역기능행동(CWB),CWB,reverse,2.5256410256410255,3.4743589743589745,0.8534462807798776,0.08333333333333333,0.00641025641025641,0.40142585581887896,False,타인 불만을 알고도 넘긴 적이 있다.,
Q194,I178,역기능행동(CWB),CWB,reverse,1.2564102564102564,4.743589743589744,0.48021224973687754,0.7564102564102564,0.0,0.6102060754870231,False,비공개 정보를 허락 없이 공유한 적이 있다.,LOW_VARIANCE;RAW_FLOOR
Q195,I179,역기능행동(CWB),CWB,reverse,1.4166666666666667,4.583333333333333,0.5897876417538701,0.6282051282051282,0.0,0.6118371975659967,False,소속된 환경 물품을 개인 용도로 사용한 적이 있다.,RAW_FLOOR
Q196,I180,역기능행동(CWB),CWB,reverse,1.4615384615384615,4.538461538461538,0.5374325510222311,0.5576923076923077,0.0,0.6845136866604807,False,기분에 따라 혼자 결정하고 협의하지 않을 때가 있다.,
Q197,I181,정직성/무결성,Integrity (overt),reverse,1.185897435897436,4.814102564102564,0.3902767782052709,0.8141025641025641,0.0,0.34757909259083614,False,과거에 직장에서 허가 없이 물건을 가져간 적이 있다.,LOW_VARIANCE;RAW_FLOOR
Q198,I182,정직성/무결성,Integrity (overt),reverse,1.814102564102564,4.185897435897436,0.5989720999424865,0.28205128205128205,0.0,0.48670446041313636,False,업무 성과를 위해 사실을 과장한 적이 있다.,
Q199,I183,정직성/무결성,Integrity (overt),reverse,1.9679487179487178,4.032051282051282,1.043689929203557,0.3974358974358974,0.01282051282051282,0.3596675550811413,False,근무시간 중 개인용 심부름을 한 적이 있다.,
Q200,I184,정직성/무결성,Integrity (overt),reverse,1.3269230769230769,4.673076923076923,0.6028262632982113,0.717948717948718,0.00641025641025641,0.29007940629810897,False,최근 1년 내 규정을 의도적으로 어긴 적이 있다.,RAW_FLOOR
Q201,I185,정직성/무결성,Integrity (overt),reverse,1.7179487179487178,4.282051282051282,0.7075160711260003,0.391025641025641,0.0,0.5078156851123703,False,실수를 다른 사람 탓으로 돌린 적이 있다.,
Q202,I186,정직성/무결성,Integrity (overt),reverse,1.2115384615384615,4.788461538461538,0.4097145408241928,0.7884615384615384,0.0,0.4121615261951699,False,소속된 환경 비용으로 개인 물건을 결제하려 한 적이 있다.,LOW_VARIANCE;RAW_FLOOR
Q203,I187,정직성/무결성,Integrity (overt),direct,3.6474358974358974,3.6474358974358974,0.760343616543987,0.01282051282051282,0.07051282051282051,0.25229462676131537,False,함께 일하는 사람의 지시라도 부정행위면 거부한 적이 있다.,
Q204,I188,정직성/무결성,Integrity (overt),direct,3.2884615384615383,3.2884615384615383,0.8944965452582297,0.03205128205128205,0.04487179487179487,0.2863056853732366,False,부정행위를 목격했을 때 신고한 적이 있다.,
Q205,I189,정직성/무결성,Integrity (overt),reverse,1.8717948717948718,4.128205128205129,0.7336866582470073,0.30128205128205127,0.0,0.3813490366048649,False,내 이익을 위해 규정을 해석한 적이 있다.,
Q206,I190,정직성/무결성,Integrity (overt),reverse,1.7371794871794872,4.262820512820513,0.745845953888166,0.3974358974358974,0.0,0.47584655544688675,False,지인에게 특혜를 준 적이 있다.,
Q207,I191,정직성/무결성,Integrity (personality),direct,3.891025641025641,3.891025641025641,0.705496557671746,0.00641025641025641,0.14102564102564102,0.36170717627738,False,나는 약속을 지키지 못하면 큰 죄책감을 느낀다.,
Q208,I192,정직성/무결성,Integrity (personality),direct,4.166666666666667,4.166666666666667,0.5427924611801258,0.0,0.24358974358974358,0.599960158704634,False,작은 거짓말이라도 마음이 편하지 않다.,
Q209,I193,정직성/무결성,Integrity (personality),direct,4.32051282051282,4.32051282051282,0.6424467291803843,0.0,0.40384615384615385,0.3702671374241841,False,정확함과 꼼꼼함이 나의 강점이다.,
Q210,I194,정직성/무결성,Integrity (personality),direct,4.096153846153846,4.096153846153846,0.5986958531389347,0.0,0.21794871794871795,0.5209038476083949,False,상황이 불리해도 정직이 최선이라고 믿는다.,
Q211,I195,정직성/무결성,Integrity (personality),direct,4.551282051282051,4.551282051282051,0.5117316811398496,0.0,0.5576923076923077,0.47135070563302,False,다른 사람의 물건을 맡으면 더 조심한다.,
Q212,I196,정직성/무결성,Integrity (personality),direct,4.358974358974359,4.358974358974359,0.49446899441225867,0.0,0.36538461538461536,0.42001055124126735,False,유혹이 있어도 해야 할 일을 먼저 끝낸다.,LOW_VARIANCE
Q213,I197,정직성/무결성,Integrity (personality),direct,4.102564102564102,4.102564102564102,0.6342838194422795,0.0,0.23076923076923078,0.5355239628716089,False,공정하지 않은 이득은 거절하는 편이다.,
Q214,I198,정직성/무결성,Integrity (personality),direct,3.801282051282051,3.801282051282051,0.7985460319199638,0.01282051282051282,0.1282051282051282,0.15421252706643998,False,규정이 모호하면 보수적으로 해석한다.,LOW_ITEM_REST
Q215,I199,정직성/무결성,Integrity (personality),direct,4.262820512820513,4.262820512820513,0.4965971884500652,0.0,0.28846153846153844,0.5593105556199,False,누가 보지 않아도 규칙을 지킨다.,LOW_VARIANCE
Q216,I200,정직성/무결성,Integrity (personality),direct,4.205128205128205,4.205128205128205,0.6192393744039872,0.00641025641025641,0.28205128205128205,0.4774551174183249,False,팀을 위한 이익이더라도 부정행위는 안 된다.,
Q217,I201,반응왜곡(사회적바람직성),Social Desirability,direct,3.532051282051282,3.532051282051282,0.8145441772599097,0.01282051282051282,0.07051282051282051,0.47628697230698036,False,나는 언제나 남을 먼저 생각한다.,
Q218,I202,반응왜곡(사회적바람직성),Social Desirability,direct,1.9166666666666667,1.9166666666666667,0.8868816943566634,0.34615384615384615,0.00641025641025641,0.6075122597807205,False,나는 한 번도 거짓말을 한 적이 없다.,
Q219,I203,반응왜곡(사회적바람직성),Social Desirability,direct,2.1538461538461537,2.1538461538461537,1.0106136503987113,0.2564102564102564,0.019230769230769232,0.5142068215040264,False,나는 누구에게도 화를 낸 적이 없다.,
Q220,I204,반응왜곡(사회적바람직성),Social Desirability,direct,3.9423076923076925,3.9423076923076925,0.7115669634154734,0.00641025641025641,0.17307692307692307,0.5387563088264865,False,나는 항상 모든 일을 제시간에 끝낸다.,
Q221,I205,반응왜곡(사회적바람직성),Social Desirability,direct,2.980769230769231,2.980769230769231,0.8906043895355837,0.03205128205128205,0.01282051282051282,0.4238204332468463,False,나는 실수를 거의 하지 않는다.,
Q222,I206,반응왜곡(사회적바람직성),Social Desirability,direct,3.4871794871794872,3.4871794871794872,0.9050908312085588,0.00641025641025641,0.08974358974358974,0.5286934143548899,False,나는 어떤 상황에서도 편견이 없다.,
Q223,I207,반응왜곡(사회적바람직성),Social Desirability,direct,3.9038461538461537,3.9038461538461537,0.716432435225525,0.00641025641025641,0.16666666666666666,0.45102188583814046,False,나는 항상 친절하다.,
Q224,I208,반응왜곡(사회적바람직성),Social Desirability,direct,3.698717948717949,3.698717948717949,0.9994829101469245,0.01282051282051282,0.20512820512820512,0.6147695716930668,False,나는 약속을 절대 어기지 않는다.,
